iid,gender,pid,match,age,race,imprace,imprelig,from,Income,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,QUE BUSCA ,Attractive1,Sincere1,Intelligent1,Fun1,Ambitious1,Has shared interests/hobbies1,QUE PIENSA DE SI MISMO,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,Matches no/si efectivos,no,yes,Si saldrian con ellos otravez,no,yes,Rating que obtuvieron de sus dates,Ambitious,Attractive,Fun,Intelligent,Shared Interests/Hobbies,Sincere,like,prob
208,0,214,0,25,1,2,1,PA,62875.00,4,3,Biotech/business,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,QUE BUSCA ,11.54,13.46,19.23,19.23,19.23,17.31,QUE PIENSA DE SI MISMO,10,10,10,10,10,Matches no/si efectivos,9,11,Si saldrian con ellos otravez,1,20,Rating que obtuvieron de sus dates,7.05,7.7,7.85,7.35,6.052631579,7.65,7.1,5.75
209,0,214,0,28,1,7,3,New York,30855.00,6,2,Country Analysis/Research/Credit Analysis,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,QUE BUSCA ,13.04,21.74,17.39,17.39,15.22,15.22,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,20,1,Si saldrian con ellos otravez,16,4,Rating que obtuvieron de sus dates,6.35,5.45,6.2,6.85,4.842105263,7.3,5.35,4.55
210,0,214,1,29,2,10,4,Atlanta,46800.00,6,3,scientific research,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,QUE BUSCA ,20,15.56,20,15.56,11.11,17.78,QUE PIENSA DE SI MISMO,7,7,6,6,6,Matches no/si efectivos,17,3,Si saldrian con ellos otravez,7,13,Rating que obtuvieron de sus dates,6.25,6.1,6.45,7.45,5.894736842,7.2,6.7,5.45
211,0,214,0,28,2,9,1,Bulgaria,0.00,4,1,Humanitarian Affairs/Human Rights,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,QUE BUSCA ,16.36,16.36,18.18,18.18,16.36,14.55,QUE PIENSA DE SI MISMO,9,9,10,9,10,Matches no/si efectivos,18,2,Si saldrian con ellos otravez,6,14,Rating que obtuvieron de sus dates,6.55,7.2,5.8,6.9,5.736842105,6.55,6.2,4.85
212,0,214,0,27,3,3,6,New York City,45695.00,5,2,Finance,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,QUE BUSCA ,14.29,18.37,18.37,16.33,18.37,14.29,QUE PIENSA DE SI MISMO,7,8,7,7,8,Matches no/si efectivos,11,9,Si saldrian con ellos otravez,5,15,Rating que obtuvieron de sus dates,6.65,6.95,7.35,7.45,6.315789474,7.5,6.9,5.95
213,0,214,0,25,3,9,10,New York Area/ New Jersey,0.00,4,2,International Business,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,QUE BUSCA ,15.52,17.24,17.24,17.24,17.24,15.52,QUE PIENSA DE SI MISMO,8,10,9,9,9,Matches no/si efectivos,18,2,Si saldrian con ellos otravez,5,15,Rating que obtuvieron de sus dates,6.75,7.1,6.95,7.1,6.473684211,7.3,6.8,5.75
214,1,194,0,23,2,6,8,Philadelphia,46792.00,6,2,Research Scientist,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,QUE BUSCA ,17.02,21.28,17.02,21.28,14.89,8.51,QUE PIENSA DE SI MISMO,8,10,9,9,8,Matches no/si efectivos,18,2,Si saldrian con ellos otravez,17,3,Rating que obtuvieron de sus dates,7.421052632,5.7,6.631578947,7.7,5.117647059,7.45,6.263157895,5.526315789
215,1,194,0,26,4,3,1,Baltimore,53501.00,4,1,Finance,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,QUE BUSCA ,14.89,19.15,21.28,19.15,14.89,10.64,QUE PIENSA DE SI MISMO,7,7,9,8,9,Matches no/si efectivos,15,5,Si saldrian con ellos otravez,12,8,Rating que obtuvieron de sus dates,8.3,6.9,7.631578947,8,6.722222222,7.526315789,7.263157895,6.263157895
216,1,194,0,27,2,7,1,San Francisco,55080.00,5,3,Consulting,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,QUE BUSCA ,7.5,17.5,20,22.5,12.5,20,QUE PIENSA DE SI MISMO,6,10,10,9,10,Matches no/si efectivos,20,1,Si saldrian con ellos otravez,19,1,Rating que obtuvieron de sus dates,7,3.6,6.15,7.05,5,6.55,5.368421053,5.684210526
217,1,194,0,26,2,8,1,Houston,64716.00,4,2,Academic Physician,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,QUE BUSCA ,21.28,17.02,21.28,12.77,6.38,21.28,QUE PIENSA DE SI MISMO,7,8,10,5,10,Matches no/si efectivos,12,8,Si saldrian con ellos otravez,7,13,Rating que obtuvieron de sus dates,8.842105263,7.8,6.833333333,9.15,6.625,7.789473684,6.894736842,6.105263158
218,1,194,0,24,2,9,5,Russia/Germany,0.00,4,2,Researcher,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,QUE BUSCA ,20.51,5.13,23.08,12.82,17.95,20.51,QUE PIENSA DE SI MISMO,7,4,10,3,10,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,17,3,Rating que obtuvieron de sus dates,8.25,5.4,5.277777778,8.055555556,4.866666667,7.473684211,5,4.95
219,1,194,0,26,2,1,1,Spain,0.00,3,2,Business,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,QUE BUSCA ,16.28,16.28,18.6,16.28,16.28,16.28,QUE PIENSA DE SI MISMO,7,8,9,7,7,Matches no/si efectivos,14,6,Si saldrian con ellos otravez,11,9,Rating que obtuvieron de sus dates,7.764705882,7.4,7.764705882,8,7,7.789473684,7,6.555555556
220,1,194,0,25,6,1,1,DC,0.00,5,2,"Poet, Writer, Singer, Policy Maker with the UN and/or Indian Govt.",9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,QUE BUSCA ,16.67,16.67,16.67,16.67,14.81,18.52,QUE PIENSA DE SI MISMO,10,10,10,10,10,Matches no/si efectivos,17,3,Si saldrian con ellos otravez,17,3,Rating que obtuvieron de sus dates,7.789473684,5.25,7.055555556,8.35,6.4375,8.15,6.315789474,6.277777778
221,1,194,1,27,4,6,1,India,0.00,6,3,Investment Banking,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,QUE BUSCA ,15.56,17.78,17.78,17.78,17.78,13.33,QUE PIENSA DE SI MISMO,7,9,8,6,8,Matches no/si efectivos,15,5,Si saldrian con ellos otravez,15,5,Rating que obtuvieron de sus dates,7.25,6.05,6.058823529,8.2,5.733333333,7.75,5.842105263,5.894736842
222,1,194,0,27,2,8,3,Germany,0.00,6,3,Professor or Consultant,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,QUE BUSCA ,9.52,19.05,23.81,19.05,4.76,23.81,QUE PIENSA DE SI MISMO,5,9,9,5,5,Matches no/si efectivos,20,1,Si saldrian con ellos otravez,19,1,Rating que obtuvieron de sus dates,5.833333333,3.2,4.157894737,8.157894737,4.0625,7.444444444,4.368421053,4.529411765
223,1,194,0,28,2,6,6,Wash DC (4 yrs),27248.00,4,2,History Professor,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,QUE BUSCA ,17.39,17.39,19.57,19.57,10.87,15.22,QUE PIENSA DE SI MISMO,7,8,9,7,4,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,19,1,Rating que obtuvieron de sus dates,7.222222222,5.35,5.526315789,7.65,5.928571429,7.85,6.052631579,5.473684211
224,1,194,0,32,2,1,3,Sweden,0.00,7,4,Hero,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8,QUE BUSCA ,17.24,17.24,17.24,17.24,13.79,17.24,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,14,6,Rating que obtuvieron de sus dates,7.647058824,5.95,6,8.35,6,8.05,5.842105263,6.105263158
225,1,194,0,28,3,4,9,Colombia,0.00,7,2,Consulting,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,QUE BUSCA ,14.71,14.71,14.71,14.71,20.59,20.59,QUE PIENSA DE SI MISMO,6,9,8,8,7,Matches no/si efectivos,18,2,Si saldrian con ellos otravez,15,5,Rating que obtuvieron de sus dates,7.65,6.1,7.210526316,7.95,5.5,7.95,6.684210526,6.5
226,1,194,0,23,2,1,3,Pittsburgh,22805.00,3,1,Entertainment/Sports,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,QUE BUSCA ,25.64,17.95,15.38,20.51,10.26,10.26,QUE PIENSA DE SI MISMO,9,9,9,9,8,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,7,13,Rating que obtuvieron de sus dates,8,8.6,7.888888889,7.9,6.388888889,7.75,7.473684211,5.789473684
227,1,194,0,26,2,7,7,New York,56118.00,6,3,corporate finance,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,QUE BUSCA ,20,16,18,16,16,14,QUE PIENSA DE SI MISMO,7,9,10,8,10,Matches no/si efectivos,17,3,Si saldrian con ellos otravez,13,7,Rating que obtuvieron de sus dates,7.473684211,6.95,6.888888889,7.2,5.444444444,7.3,6.473684211,5.9
228,1,194,0,24,4,1,4,Germany,0.00,7,3,professor,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,QUE BUSCA ,13.51,18.92,21.62,13.51,13.51,18.92,QUE PIENSA DE SI MISMO,5,7,8,4,7,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,19,1,Rating que obtuvieron de sus dates,7.4375,5.55,5.3,8.315789474,4.75,8.05,5.55,6.055555556
229,1,194,0,28,2,7,1,New York,30146.00,6,3,CEO in For Profit Biomedical Organization,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,QUE BUSCA ,21.43,16.67,21.43,16.67,11.9,11.9,QUE PIENSA DE SI MISMO,8,8,10,5,10,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,12,8,Rating que obtuvieron de sus dates,8.277777778,7.3,7.263157895,8.25,6.125,7.210526316,6.631578947,5.842105263
230,1,194,0,42,2,5,1,"Detroit, Michigan, USA",39123.00,7,3,consulting,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,QUE BUSCA ,23.81,23.81,23.81,23.81,2.38,2.38,QUE PIENSA DE SI MISMO,7,7,7,7,4,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,16,4,Rating que obtuvieron de sus dates,6.947368421,5.7,6.45,6.666666667,5.647058824,7,5.325,6.263157895
231,1,194,0,30,3,1,1,"Los Angeles, CA",46153.00,6,3,International affairs related career,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,QUE BUSCA ,18.6,20.93,23.26,23.26,2.33,11.63,QUE PIENSA DE SI MISMO,7,7,8,8,6,Matches no/si efectivos,17,3,Si saldrian con ellos otravez,15,5,Rating que obtuvieron de sus dates,7.588235294,5.95,7.052631579,7.3,5.611111111,7,6,5.684210526
232,1,194,0,31,2,4,7,"Washington, DC",45300.00,5,4,public service,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,QUE BUSCA ,17.78,17.78,17.78,17.78,13.33,15.56,QUE PIENSA DE SI MISMO,8,9,8,8,7,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,18,2,Rating que obtuvieron de sus dates,6.882352941,5,5.473684211,7.473684211,5.933333333,7.789473684,5.315789474,5.555555556
233,1,194,0,29,4,1,1,J.P. Morgan,42397.00,3,2,banking,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,QUE BUSCA ,14,20,18,16,14,18,QUE PIENSA DE SI MISMO,6,7,7,8,8,Matches no/si efectivos,15,5,Si saldrian con ellos otravez,15,5,Rating que obtuvieron de sus dates,7.823529412,5.578947368,6.882352941,7.578947368,6.1875,7.444444444,6.111111111,6.611111111
234,0,243,0,22,6,1,5,Virginia,44346.00,7,3,Educational Policy,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,QUE BUSCA ,20,20,20,10,10,20,QUE PIENSA DE SI MISMO,8,9,9,9,10,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,5,4,Rating que obtuvieron de sus dates,7.285714286,5.888888889,6.75,7.111111111,4.666666667,7.888888889,6.222222222,5
235,0,243,1,23,2,3,1,"Boston, MA",0.00,4,3,elementary school teacher,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,QUE BUSCA ,15,15,20,20,20,10,QUE PIENSA DE SI MISMO,6,9,8,8,8,Matches no/si efectivos,7,2,Si saldrian con ellos otravez,1,8,Rating que obtuvieron de sus dates,5.857142857,7.888888889,7.444444444,7,4.857142857,7.555555556,7.222222222,6.111111111
236,0,243,0,24,4,3,3,Indiana,42225.00,7,1,Research/Teaching,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,QUE BUSCA ,15,20,15,20,15,15,QUE PIENSA DE SI MISMO,7,9,8,10,8,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,8,1,Rating que obtuvieron de sus dates,5.857142857,5.555555556,4.111111111,7.25,3.714285714,6.888888889,5,4.111111111
237,0,243,0,34,2,10,1,lOS aNGELES,37405.00,7,4,WRITING,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,QUE BUSCA ,10,20,20,20,20,10,QUE PIENSA DE SI MISMO,5,9,6,4,7,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,6,3,Rating que obtuvieron de sus dates,6.166666667,5.333333333,5.888888889,7.444444444,4,7.666666667,5.222222222,5.666666667
238,0,243,0,27,2,3,5,Wisconsin,28524.00,2,1,manage a museum or art gallery,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,QUE BUSCA ,15,20,20,15,15,15,QUE PIENSA DE SI MISMO,8,9,8,9,8,Matches no/si efectivos,7,2,Si saldrian con ellos otravez,4,5,Rating que obtuvieron de sus dates,7.125,6.666666667,6.75,7.111111111,5.875,7.555555556,6.777777778,5.666666667
239,0,243,0,34,2,6,6,"Born in Montana, raised in South Jersey (nr. Philadelphia)",0.00,6,3,Conservation training and education,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8,QUE BUSCA ,10,25,20,20,5,20,QUE PIENSA DE SI MISMO,8,9,8,7,4,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,6,3,Rating que obtuvieron de sus dates,5.5,5.777777778,5.333333333,7.222222222,4.714285714,7.555555556,5.888888889,5.375
240,0,243,0,26,4,1,1,New York,61141.00,6,3,Entertainment/Media,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,QUE BUSCA ,10,30,30,10,10,10,QUE PIENSA DE SI MISMO,5,9,6,6,7,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,3,6,Rating que obtuvieron de sus dates,7.333333333,6.777777778,8,7,5.285714286,7.111111111,6.666666667,6
241,0,243,1,29,4,1,1,New York,8607.00,4,2,president,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3,QUE BUSCA ,90,2,2,2,2,2,QUE PIENSA DE SI MISMO,8,10,8,7,7,Matches no/si efectivos,6,3,Si saldrian con ellos otravez,1,8,Rating que obtuvieron de sus dates,7.142857143,6.666666667,7.444444444,6.888888889,5.857142857,7.666666667,6.888888889,6
242,0,243,1,26,3,3,3,uruguay,0.00,7,3,researcher in sociology,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8,QUE BUSCA ,20,20,25,20,5,10,QUE PIENSA DE SI MISMO,8,9,8,6,3,Matches no/si efectivos,4,5,Si saldrian con ellos otravez,2,7,Rating que obtuvieron de sus dates,5.888888889,8,7.111111111,7.444444444,6,7.333333333,7.222222222,5.444444444
243,1,234,0,27,2,2,3,"Portland, Oregon",0.00,6,2,Professor,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,QUE BUSCA ,20,20,20,25,5,10,QUE PIENSA DE SI MISMO,7,9,8,7,5,Matches no/si efectivos,6,3,Si saldrian con ellos otravez,2,7,Rating que obtuvieron de sus dates,5.444444444,5.666666667,5.666666667,7.444444444,5.222222222,6.555555556,6,4.375
244,1,234,0,28,2,8,9,Seattle,0.00,5,3,Management Consultant,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,QUE BUSCA ,20,20,20,10,10,20,QUE PIENSA DE SI MISMO,8,8,9,7,9,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,3,6,Rating que obtuvieron de sus dates,7.777777778,6.333333333,6.666666667,7,6.111111111,7.222222222,6.666666667,5.333333333
245,1,234,0,32,2,1,6,"Lexington, MA",0.00,5,2,Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,QUE BUSCA ,18,10,30,10,10,22,QUE PIENSA DE SI MISMO,5,6,8,6,7,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,6,3,Rating que obtuvieron de sus dates,7.333333333,4.777777778,5.777777778,8.555555556,5.625,6.333333333,5.888888889,4.888888889
246,1,234,0,25,2,7,1,"brooklyn, ny",41476.00,7,6,scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,QUE BUSCA ,35,20,10,20,10,5,QUE PIENSA DE SI MISMO,7,6,6,7,6,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,8,1,Rating que obtuvieron de sus dates,5.75,4.111111111,5.444444444,6.444444444,4.375,7.444444444,5.222222222,4.222222222
247,1,234,0,25,4,1,1,"Shanghai, China",0.00,6,4,Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,QUE BUSCA ,20,30,10,15,0,25,QUE PIENSA DE SI MISMO,4,7,6,3,3,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,9,1,Rating que obtuvieron de sus dates,6.333333333,4,4.666666667,7.555555556,4,7.666666667,5.125,4.444444444
248,1,234,0,27,6,1,1,San Francisco,49841.00,4,1,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,QUE BUSCA ,25,15,20,20,15,5,QUE PIENSA DE SI MISMO,5,6,8,7,8,Matches no/si efectivos,6,3,Si saldrian con ellos otravez,2,7,Rating que obtuvieron de sus dates,7.666666667,7,7.666666667,6.666666667,5.444444444,6,7,5.222222222
249,1,234,0,33,6,2,7,Chile,0.00,3,1,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,QUE BUSCA ,22,22,15,15,5,21,QUE PIENSA DE SI MISMO,7,9,10,9,8,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,9,1,Rating que obtuvieron de sus dates,7.888888889,4.222222222,5.555555556,7.375,4.75,6.777777778,5,4.444444444
250,1,234,0,25,6,1,1,"Toronto, London, India",0.00,2,1,"professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,QUE BUSCA ,20,20,20,20,10,10,QUE PIENSA DE SI MISMO,10,9,10,8,10,Matches no/si efectivos,4,5,Si saldrian con ellos otravez,1,8,Rating que obtuvieron de sus dates,8.444444444,6.777777778,6.888888889,8,7.666666667,6.666666667,6.888888889,6.111111111
251,1,234,0,33,6,2,2,Israel,0.00,4,1,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,QUE BUSCA ,19,19,19,19,19,5,QUE PIENSA DE SI MISMO,8,10,10,9,8,Matches no/si efectivos,8,1,Si saldrian con ellos otravez,7,2,Rating que obtuvieron de sus dates,5.857142857,4.777777778,5.555555556,7.555555556,5.375,7.333333333,5.777777778,5
252,0,273,0,28,3,1,1,Mexico,0.00,6,2,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,QUE BUSCA ,0,25,25,25,25,0,QUE PIENSA DE SI MISMO,8,9,8,9,8,Matches no/si efectivos,19,2,Si saldrian con ellos otravez,10,11,Rating que obtuvieron de sus dates,6.894736842,6.833333333,7.142857143,7.25,5.764705882,7.761904762,6.30952381,5.095238095
253,0,273,0,33,4,1,1,Japan,0.00,6,6,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,QUE BUSCA ,25,30,10,10,5,20,QUE PIENSA DE SI MISMO,8,9,9,8,7,Matches no/si efectivos,19,2,Si saldrian con ellos otravez,16,5,Rating que obtuvieron de sus dates,5.833333333,3.857142857,4.65,6.842105263,4.588235294,6.25,4.547619048,3.761904762
254,0,273,0,22,2,8,3,"Boulder, Colorado",37240.00,6,2,academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,QUE BUSCA ,25,7,25,25,8,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,12,9,Rating que obtuvieron de sus dates,6.75,5.80952381,6.25,7.9,5.526315789,7.1,5.857142857,4.857142857
255,0,273,0,26,4,3,1,Maryland,36594.00,7,3,nutrition and dental,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,QUE BUSCA ,16.67,16.67,16.67,16.67,16.67,16.67,QUE PIENSA DE SI MISMO,6,6,6,6,6,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,14,7,Rating que obtuvieron de sus dates,5.55,5.714285714,5,6.05,5.157894737,6.2,5.19047619,3.714285714
256,0,273,0,24,4,6,5,Northern Virginia,62997.00,6,4,Physician,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,QUE BUSCA ,15,25,20,20,10,10,QUE PIENSA DE SI MISMO,7,8,8,7,7,Matches no/si efectivos,18,3,Si saldrian con ellos otravez,5,16,Rating que obtuvieron de sus dates,6.894736842,6.571428571,6.333333333,7.55,6.052631579,7.2,6.333333333,4.857142857
257,0,273,0,24,2,5,6,I am from NYC,46608.00,5,1,Art educator and Artist,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,QUE BUSCA ,22,14,30,10,14,10,QUE PIENSA DE SI MISMO,7,8,8,7,10,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,10,11,Rating que obtuvieron de sus dates,6.5,6.857142857,6.45,6.7,6.210526316,7,6.333333333,4.761904762
258,0,273,0,25,6,1,10,Seattle,37881.00,6,1,Teacher,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,QUE BUSCA ,7,35,20,20,5,13,QUE PIENSA DE SI MISMO,7,10,9,8,4,Matches no/si efectivos,14,7,Si saldrian con ellos otravez,7,14,Rating que obtuvieron de sus dates,6.555555556,6.904761905,6.9,7.19047619,5.611111111,7.25,6.785714286,4.666666667
259,0,273,0,25,2,2,2,Texas,48944.00,7,1,Scientist,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,QUE BUSCA ,15,18,19,19,17,12,QUE PIENSA DE SI MISMO,7,8,8,7,8,Matches no/si efectivos,20,1,Si saldrian con ellos otravez,14,7,Rating que obtuvieron de sus dates,6.833333333,6.55,5.842105263,7.4,5.875,6.052631579,5.8,4.6
260,0,273,0,27,4,4,4,"Malaysia, then Massachusetts",0.00,7,3,Scientist/educator,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,QUE BUSCA ,19,20,19,14,13,15,QUE PIENSA DE SI MISMO,7,8,8,7,7,Matches no/si efectivos,15,6,Si saldrian con ellos otravez,11,10,Rating que obtuvieron de sus dates,6.833333333,5.619047619,6,7.55,5.789473684,6.85,6.19047619,4.857142857
261,0,273,0,26,4,1,4,"Katonah, NY (more recently, Boston)",77112.00,7,2,scientific research for now but who knows,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,QUE BUSCA ,15,20,20,20,15,10,QUE PIENSA DE SI MISMO,5,8,8,7,8,Matches no/si efectivos,16,5,Si saldrian con ellos otravez,12,9,Rating que obtuvieron de sus dates,5.842105263,5.285714286,5.55,7.19047619,5.473684211,6.35,5.666666667,4.19047619
262,0,273,0,29,2,1,10,"Warsaw, Poland",0.00,6,3,Who knows,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,QUE BUSCA ,10,40,20,20,0,10,QUE PIENSA DE SI MISMO,6,9,9,6,3,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,12,9,Rating que obtuvieron de sus dates,6.055555556,5.380952381,5.904761905,7.6,5.333333333,7.45,5.857142857,4.904761905
263,0,273,0,26,1,9,10,"Brooklyn, NY",18283.00,6,2,Who knows,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,QUE BUSCA ,20,20,20,10,20,10,QUE PIENSA DE SI MISMO,8,8,8,10,6,Matches no/si efectivos,15,6,Si saldrian con ellos otravez,7,14,Rating que obtuvieron de sus dates,6.421052632,5.857142857,7.285714286,7.55,5.789473684,7.142857143,6.80952381,5.047619048
264,0,273,0,26,2,1,3,"Washington, D.C.",31432.00,6,2,College Professor,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,QUE BUSCA ,15,15,25,20,5,20,QUE PIENSA DE SI MISMO,7,8,8,9,7,Matches no/si efectivos,17,4,Si saldrian con ellos otravez,8,13,Rating que obtuvieron de sus dates,6.277777778,6.095238095,6.3,7.15,5.777777778,6.9,6.095238095,4.761904762
265,0,273,0,32,2,3,3,New York,73073.00,5,2,Professor or Lawyer,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,QUE BUSCA ,15,5,45,10,15,10,QUE PIENSA DE SI MISMO,4,7,9,4,10,Matches no/si efectivos,20,1,Si saldrian con ellos otravez,14,7,Rating que obtuvieron de sus dates,5.45,5,3.85,6.95,4.45,6.476190476,4.952380952,3.80952381
266,0,273,0,28,2,2,2,new york city,0.00,7,3,undecided,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,QUE BUSCA ,25,20,20,25,0,10,QUE PIENSA DE SI MISMO,8,8,7,8,4,Matches no/si efectivos,17,4,Si saldrian con ellos otravez,4,17,Rating que obtuvieron de sus dates,6.25,7.357142857,7.075,7.775,6.305555556,7.875,7,5.476190476
267,0,273,0,26,4,2,2,Taiwan,0.00,3,3,dietician,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,QUE BUSCA ,20,30,10,15,10,15,QUE PIENSA DE SI MISMO,8,8,8,7,7,Matches no/si efectivos,21,1,Si saldrian con ellos otravez,16,5,Rating que obtuvieron de sus dates,5.388888889,5.952380952,5.55,6,4.941176471,6.6,5.047619048,4.19047619
268,0,273,1,24,3,1,1,Texas,26706.00,6,1,Medicine,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,QUE BUSCA ,30,20,20,10,15,5,QUE PIENSA DE SI MISMO,8,8,8,7,8,Matches no/si efectivos,11,10,Si saldrian con ellos otravez,1,20,Rating que obtuvieron de sus dates,7.763157895,8.5,7.525,8.225,7.264705882,8.175,7.880952381,6.166666667
269,0,273,0,24,2,4,5,New Jersey,0.00,6,2,professor,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,QUE BUSCA ,20,10,30,15,15,10,QUE PIENSA DE SI MISMO,7,6,9,7,8,Matches no/si efectivos,15,6,Si saldrian con ellos otravez,5,16,Rating que obtuvieron de sus dates,7.166666667,7.476190476,7.142857143,8,6.263157895,7.736842105,7.142857143,5.761904762
270,0,273,0,23,4,2,4,Toronto,0.00,5,1,Researcher,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,QUE BUSCA ,16,16,19,17,14,18,QUE PIENSA DE SI MISMO,6,5,7,7,6,Matches no/si efectivos,16,5,Si saldrian con ellos otravez,9,12,Rating que obtuvieron de sus dates,6.473684211,6.142857143,6.238095238,7.65,5.8,7,6.047619048,4.619047619
